Bundesland;Landkreis;Verwaltung;man;woman;older75;catholic;evangelic
1;58;Gemeindeverband;5402;5605;855;543;5796
1;58;Gemeinde;499;481;68;55;532
1;58;Gemeinde;686;715;84;61;715
1;58;Gemeinde;1010;1034;158;105;1068
1;58;Gemeinde;354;319;34;26;368
1;58;Gemeinde;858;868;126;105;828
1;58;Gemeinde;394;466;119;55;436
1;58;Gemeinde;854;926;136;67;1007
1;58;Gemeinde;747;796;130;69;842
1;58;Gemeindeverband;3054;3128;351;324;3628
1;58;Gemeinde;142;126;19;10;166
1;58;Gemeinde;1825;1910;235;202;2234
1;58;Gemeinde;337;306;27;27;380
1;58;Gemeinde;750;786;70;85;848
1;58;Gemeindeverband;4571;4668;659;540;4749
1;58;Gemeinde;1953;2011;226;232;2103
1;58;Gemeinde;439;424;53;50;455
1;58;Gemeinde;1452;1438;212;148;1440
1;58;Gemeinde;727;795;168;110;751
1;58;Gemeindeverband;7948;8087;1165;734;9206
1;58;Gemeinde;552;558;89;52;543
1;58;Gemeinde;3427;3525;527;357;4012
1;58;Gemeinde;648;602;111;40;818
1;58;Gemeinde;504;538;66;31;604
1;58;Gemeinde;579;605;99;55;623
1;58;Gemeinde;1172;1220;161;120;1445
1;58;Gemeinde;513;507;68;33;587
1;58;Gemeinde;553;532;44;46;574
1;58;Gemeindeverband;3945;4195;673;450;4367
1;58;Gemeinde;148;159;12;3;170
1;58;Gemeinde;3557;3792;635;420;3935
1;58;Gemeinde;164;171;19;12;185
1;58;Gemeinde;76;73;7;15;77
1;58;Gemeindeverband;5326;5543;1089;418;6789
1;58;Gemeinde;937;924;136;66;1168
1;58;Gemeinde;3039;3304;757;246;3905
1;58;Gemeinde;820;751;128;57;1053
1;58;Gemeinde;530;564;68;49;663
1;58;Gemeindeverband;3247;3313;607;190;4640
1;58;Gemeinde;142;153;23;10;201
1;58;Gemeinde;234;235;36;6;353
1;58;Gemeinde;95;76;21;6;138
1;58;Gemeinde;284;328;56;16;408
1;58;Gemeinde;1468;1574;318;106;2177
1;58;Gemeinde;301;280;58;12;399
1;58;Gemeinde;155;130;18;6;209
1;58;Gemeinde;183;193;22;0;240
1;58;Gemeinde;206;180;27;12;285
1;58;Gemeinde;40;37;3;6;49
1;58;Gemeinde;139;127;25;10;181
1;58;Gemeindeverband;3099;2987;429;139;3979
1;58;Gemeinde;379;337;42;18;481
1;58;Gemeinde;124;125;11;7;145
1;58;Gemeinde;70;71;16;3;105
1;58;Gemeinde;139;127;21;12;171
1;58;Gemeinde;180;184;29;0;196
1;58;Gemeinde;139;114;24;16;145
1;58;Gemeinde;310;288;34;13;412
1;58;Gemeinde;316;313;45;13;428
1;58;Gemeinde;333;323;44;18;442
1;58;Gemeinde;45;43;6;3;46
1;58;Gemeinde;215;213;41;9;277
1;58;Gemeinde;178;166;24;3;232
1;58;Gemeinde;514;519;67;14;675
1;58;Gemeinde;157;164;25;10;224
1;58;Gemeindeverband;4466;4361;742;293;5935
1;58;Gemeinde;74;70;16;0;97
1;58;Gemeinde;715;698;143;28;970
1;58;Gemeinde;123;110;24;3;183
1;58;Gemeinde;853;827;131;61;1076
1;58;Gemeinde;28;35;0;0;50
1;58;Gemeinde;213;212;33;33;300
1;58;Gemeinde;643;630;102;43;906
1;58;Gemeinde;1213;1191;201;95;1558
1;58;Gemeinde;75;90;13;0;111
1;58;Gemeinde;277;224;39;18;331
1;58;Gemeinde;94;91;14;12;113
1;58;Gemeinde;158;183;26;0;240
1;58;Gemeindeverband;5667;5837;992;427;7437
1;58;Gemeinde;65;63;18;0;88
1;58;Gemeinde;105;131;12;18;144
1;58;Gemeinde;261;251;38;3;357
1;58;Gemeinde;241;228;44;13;343
1;58;Gemeinde;24;31;0;0;34
1;58;Gemeinde;1641;1628;254;112;2282
1;58;Gemeinde;219;221;28;15;294
1;58;Gemeinde;538;577;115;50;641
1;58;Gemeinde;173;175;21;9;253
1;58;Gemeinde;2400;2532;462;207;3001
1;58;Gemeindeverband;4133;4395;825;456;4364
1;58;Gemeinde;370;332;30;39;369
1;58;Gemeinde;688;697;99;57;716
1;58;Gemeinde;2238;2510;558;289;2379
1;58;Gemeinde;227;266;51;25;268
1;58;Gemeinde;409;392;55;37;440
1;58;Gemeinde;201;198;32;9;192
1;58;Gemeindeverband;9102;9293;1527;625;10852
1;58;Gemeinde;355;374;61;18;484
1;58;Gemeinde;334;326;43;22;399
1;58;Gemeinde;190;212;20;9;212
1;58;Gemeinde;191;199;24;12;234
1;58;Gemeinde;268;273;21;21;296
1;58;Gemeinde;145;149;18;6;135
1;58;Gemeinde;266;249;37;6;333
1;58;Gemeinde;738;678;91;38;874
1;58;Gemeinde;619;591;82;37;786
1;58;Gemeinde;477;482;47;28;583
1;58;Gemeinde;245;205;25;6;254
1;58;Gemeinde;756;757;96;63;742
1;58;Gemeinde;3220;3450;744;255;3993
1;58;Gemeinde;74;86;18;3;119
1;58;Gemeinde;385;401;66;34;463
1;58;Gemeinde;534;562;80;37;678
1;58;Gemeinde;305;299;54;30;267
1;58;Gemeindeverband;6159;6325;1045;634;7504
1;58;Gemeinde;539;559;103;54;615
1;58;Gemeinde;145;132;13;12;170
1;58;Gemeinde;272;275;34;37;340
1;58;Gemeinde;2576;2613;369;252;3112
1;58;Gemeinde;109;110;18;12;140
1;58;Gemeinde;2173;2320;468;242;2732
1;58;Gemeinde;345;316;40;25;395
1;58;Gemeindeverband;6948;7205;1147;731;8215
1;58;Gemeinde;82;90;15;3;106
1;58;Gemeinde;3656;3858;700;456;4202
1;58;Gemeinde;525;506;80;37;663
1;58;Gemeinde;123;99;13;13;120
1;58;Gemeinde;180;178;19;0;227
1;58;Gemeinde;67;72;3;3;102
1;58;Gemeinde;95;88;19;0;135
1;58;Gemeinde;257;260;25;24;293
1;58;Gemeinde;177;176;15;9;233
1;58;Gemeinde;76;77;6;9;99
1;58;Gemeinde;137;119;27;13;165
1;58;Gemeinde;91;98;18;12;116
1;58;Gemeinde;87;101;6;8;114
1;58;Gemeinde;1395;1483;201;144;1640
1;58;Gemeindeverband;7081;7084;1024;564;8811
1;58;Gemeinde;502;490;101;43;645
1;58;Gemeinde;646;702;123;67;780
1;58;Gemeinde;533;474;54;34;625
1;58;Gemeinde;312;337;24;27;386
1;58;Gemeinde;203;226;26;9;251
1;58;Gemeinde;617;566;82;71;715
1;58;Gemeinde;274;250;25;12;316
1;58;Gemeinde;642;641;67;61;828
1;58;Gemeinde;175;169;26;7;189
1;58;Gemeinde;102;105;15;6;140
1;58;Gemeinde;92;109;55;6;144
1;58;Gemeinde;61;65;12;0;83
1;58;Gemeinde;471;461;46;37;570
1;58;Gemeinde;1812;1811;271;133;2368
1;58;Gemeinde;415;419;70;36;497
1;58;Gemeinde;224;259;27;15;274
1;58;Gemeindeverband;9246;9541;1457;1013;11586
1;58;Gemeinde;170;137;22;15;183
1;58;Gemeinde;719;731;84;67;963
1;58;Gemeinde;347;354;84;52;398
1;58;Gemeinde;706;763;164;116;766
1;58;Gemeinde;363;346;63;37;427
1;58;Gemeinde;1011;1093;158;89;1327
1;58;Gemeinde;271;273;46;22;333
1;58;Gemeinde;370;366;63;49;463
1;58;Gemeinde;465;440;56;40;565
1;58;Gemeinde;135;154;10;12;181
1;58;Gemeinde;288;312;48;41;403
1;58;Gemeinde;684;709;86;61;834
1;58;Gemeinde;398;375;59;27;500
1;58;Gemeinde;376;378;42;49;433
1;58;Gemeinde;1265;1337;193;131;1676
1;58;Gemeinde;241;236;46;36;301
1;58;Gemeinde;676;736;120;75;897
1;58;Gemeinde;510;542;78;43;623
1;58;Gemeinde;251;259;35;51;313
1;59;Stadtkreis/kreisfreie Stadt/Landkreis;96605;99420;17690;8845;124655
1;59;Gemeinde;4286;4635;1049;563;5656
1;59;Gemeinde;11388;12313;2422;1460;13932
1;59;Gemeinde;2748;3121;862;369;2977
1;59;Gemeinde;5257;5653;1181;448;5010
1;59;Gemeinde;5332;5414;762;427;6261
1;59;Gemeindeverband;4216;4198;618;351;5671
1;59;Gemeinde;1110;1106;127;111;1462
1;59;Gemeinde;211;216;40;14;327
1;59;Gemeinde;482;499;54;37;654
1;59;Gemeinde;389;367;48;28;530
1;59;Gemeinde;492;537;139;55;705
1;59;Gemeinde;246;246;34;9;364
1;59;Gemeinde;195;150;20;3;254
1;59;Gemeinde;1091;1077;156;94;1375
1;59;Gemeindeverband;4260;4483;785;472;5418
1;59;Gemeinde;338;370;114;29;381
1;59;Gemeinde;1004;1037;147;133;1280
1;59;Gemeinde;558;563;93;67;747
1;59;Gemeinde;1174;1296;277;130;1495
1;59;Gemeinde;186;185;28;13;233
1;59;Gemeinde;477;485;49;64;592
1;59;Gemeinde;102;115;24;7;160
1;59;Gemeinde;421;432;53;29;530
1;59;Gemeindeverband;4230;4300;686;266;5713
1;59;Gemeinde;214;224;30;23;269
1;59;Gemeinde;257;262;46;13;391
1;59;Gemeinde;899;931;180;56;1270
1;59;Gemeinde;615;603;105;41;877
1;59;Gemeinde;1101;1136;185;80;1452
1;59;Gemeinde;376;357;45;22;467
1;59;Gemeinde;768;787;95;31;987
1;59;Gemeindeverband;754;759;154;96;999
1;59;Gemeinde;151;170;51;24;178
1;59;Gemeinde;98;129;19;0;160
1;59;Gemeinde;153;156;20;24;216
1;59;Gemeinde;352;304;64;48;445
1;59;Gemeindeverband;4016;4107;698;358;5011
1;59;Gemeinde;507;518;68;51;678
1;59;Gemeinde;440;426;81;22;622
1;59;Gemeinde;770;800;185;76;973
1;59;Gemeinde;555;537;100;46;684
1;59;Gemeinde;263;274;30;16;325
1;59;Gemeinde;1113;1149;168;107;1256
1;59;Gemeinde;368;403;66;40;473
1;59;Gemeindeverband;4989;5139;777;503;6233
1;59;Gemeinde;844;814;113;56;1095
1;59;Gemeinde;2485;2663;443;325;3066
1;59;Gemeinde;1660;1662;221;122;2072
1;59;Gemeindeverband;4848;4966;889;329;6725
1;59;Gemeinde;460;461;50;24;633
1;59;Gemeinde;194;168;24;6;261
1;59;Gemeinde;1750;1864;348;152;2432
1;59;Gemeinde;293;283;55;19;421
1;59;Gemeinde;2151;2190;412;128;2978
1;59;Gemeindeverband;6225;6137;897;389;8165
1;59;Gemeinde;59;47;12;0;63
1;59;Gemeinde;1452;1431;221;84;1931
1;59;Gemeinde;336;314;61;9;496
1;59;Gemeinde;82;90;13;9;127
1;59;Gemeinde;156;153;25;10;195
1;59;Gemeinde;451;429;60;35;569
1;59;Gemeinde;358;331;41;25;449
1;59;Gemeinde;244;247;14;21;354
1;59;Gemeinde;163;154;14;12;228
1;59;Gemeinde;1226;1258;230;91;1478
1;59;Gemeinde;449;458;72;27;587
1;59;Gemeinde;231;233;32;3;284
1;59;Gemeinde;1018;992;102;63;1404
1;59;Gemeindeverband;5659;5678;1079;456;7723
1;59;Gemeinde;381;365;60;27;510
1;59;Gemeinde;394;361;75;42;494
1;59;Gemeinde;198;191;30;4;293
1;59;Gemeinde;144;122;23;6;180
1;59;Gemeinde;106;104;24;3;152
1;59;Gemeinde;103;100;18;15;122
1;59;Gemeinde;135;129;21;0;198
1;59;Gemeinde;522;518;58;47;688
1;59;Gemeinde;313;332;59;20;473
1;59;Gemeinde;78;66;10;9;91
1;59;Gemeinde;119;122;20;0;166
1;59;Gemeinde;111;101;18;0;175
1;59;Gemeinde;198;180;29;24;254
1;59;Gemeinde;366;394;79;27;499
1;59;Gemeinde;2001;2144;451;195;2836
1;59;Gemeinde;357;334;76;31;404
1;59;Gemeinde;133;115;28;6;188
1;59;Gemeindeverband;6762;6755;1097;520;9239
1;59;Gemeinde;722;758;156;64;953
1;59;Gemeinde;256;269;47;9;344
1;59;Gemeinde;129;104;15;16;155
1;59;Gemeinde;436;488;65;22;624
1;59;Gemeinde;430;431;53;42;579
1;59;Gemeinde;241;270;45;13;368
1;59;Gemeinde;546;551;68;55;689
1;59;Gemeinde;837;826;133;48;1108
1;59;Gemeinde;429;391;74;21;575
1;59;Gemeinde;347;299;45;22;461
1;59;Gemeinde;257;255;32;35;338
1;59;Gemeinde;439;441;61;32;653
1;59;Gemeinde;529;545;83;43;767
1;59;Gemeinde;213;226;61;13;302
1;59;Gemeinde;257;261;41;21;373
1;59;Gemeinde;694;640;118;64;950
1;59;Gemeindeverband;6248;6452;1353;593;8653
1;59;Gemeinde;114;114;18;6;170
1;59;Gemeinde;382;422;83;18;570
1;59;Gemeinde;911;1045;261;127;1303
1;59;Gemeinde;458;435;75;34;616
1;59;Gemeinde;117;124;36;18;165
1;59;Gemeinde;316;325;106;42;409
1;59;Gemeinde;69;92;37;3;100
1;59;Gemeinde;307;308;58;33;400
1;59;Gemeinde;88;80;13;6;110
1;59;Gemeinde;656;633;125;65;866
1;59;Gemeinde;330;315;48;34;419
1;59;Gemeinde;143;152;22;30;183
1;59;Gemeinde;115;112;9;6;151
1;59;Gemeinde;433;432;93;30;584
1;59;Gemeinde;728;742;141;62;1045
1;59;Gemeinde;683;728;141;40;1033
1;59;Gemeinde;398;393;87;39;529
1;59;Gemeindeverband;7050;7049;1021;549;9406
1;59;Gemeinde;757;740;81;36;949
1;59;Gemeinde;413;409;61;31;617
1;59;Gemeinde;504;526;100;35;764
1;59;Gemeinde;370;395;50;21;528
1;59;Gemeinde;1287;1318;190;124;1647
1;59;Gemeinde;563;567;79;53;701
1;59;Gemeinde;1282;1294;166;111;1699
1;59;Gemeinde;1141;1047;130;100;1456
1;59;Gemeinde;733;753;164;38;1045
1;59;Gemeindeverband;8337;8261;1360;696;11863
1;59;Gemeinde;188;171;25;13;285
1;59;Gemeinde;387;335;66;28;551
1;59;Gemeinde;397;359;64;25;557
1;59;Gemeinde;296;251;56;30;393
1;59;Gemeinde;978;1011;213;49;1558
1;59;Gemeinde;460;455;51;34;640
1;59;Gemeinde;290;246;38;9;443
1;59;Gemeinde;180;165;17;21;216
1;59;Gemeinde;2964;3105;438;374;3967
1;59;Gemeinde;349;350;57;10;573
1;59;Gemeinde;426;389;90;18;605
1;59;Gemeinde;502;535;91;24;760
1;59;Gemeinde;479;473;67;40;680
1;59;Gemeinde;149;155;38;0;262
1;59;Gemeinde;292;261;49;21;373
1;60;Stadtkreis/kreisfreie Stadt/Landkreis;127503;133162;21150;14740;116889
1;60;Gemeinde;6577;7028;1144;737;6269
1;60;Gemeinde;7821;8771;1590;945;9059
1;60;Gemeinde;2816;2974;422;331;2150
1;60;Gemeinde;13253;13405;1674;1526;9610
1;60;Gemeinde;9586;10123;1248;1278;7508
1;60;Gemeinde;35388;38525;7081;4856;24339
1;60;Gemeinde;4596;4770;884;711;5529
1;60;Gemeindeverband;5293;5335;768;450;5910
1;60;Gemeinde;186;209;28;17;217
1;60;Gemeinde;484;429;55;36;479
1;60;Gemeinde;56;57;4;3;62
1;60;Gemeinde;152;144;14;6;184
1;60;Gemeinde;202;208;29;27;232
1;60;Gemeinde;1354;1432;246;101;1702
1;60;Gemeinde;238;231;34;15;263
1;60;Gemeinde;240;225;30;12;238
1;60;Gemeinde;181;177;32;21;207
1;60;Gemeinde;159;160;15;12;168
1;60;Gemeinde;646;635;98;85;690
1;60;Gemeinde;126;118;15;12;135
1;60;Gemeinde;499;517;64;43;516
1;60;Gemeinde;770;793;104;60;817
1;60;Gemeindeverband;5395;5519;832;1005;6087
1;60;Gemeinde;1694;1701;251;189;2058
1;60;Gemeinde;114;115;22;0;146
1;60;Gemeinde;251;248;41;37;307
1;60;Gemeinde;218;227;28;15;271
1;60;Gemeinde;204;198;28;21;213
1;60;Gemeinde;83;78;7;13;108
1;60;Gemeinde;350;374;75;37;456
1;60;Gemeinde;2481;2578;380;693;2528
1;60;Gemeindeverband;6179;6181;862;479;5944
1;60;Gemeinde;1204;1187;144;106;1008
1;60;Gemeinde;561;586;120;37;516
1;60;Gemeinde;1191;1167;163;100;1078
1;60;Gemeinde;667;629;61;45;656
1;60;Gemeinde;984;959;122;67;982
1;60;Gemeinde;1572;1653;252;124;1704
1;60;Gemeindeverband;5258;5184;796;456;5121
1;60;Gemeinde;1302;1297;193;102;1121
1;60;Gemeinde;885;887;168;93;931
1;60;Gemeinde;354;331;56;36;348
1;60;Gemeinde;1169;1173;178;106;1135
1;60;Gemeinde;602;554;59;49;571
1;60;Gemeinde;946;942;142;70;1015
1;60;Gemeindeverband;5309;5340;747;372;5011
1;60;Gemeinde;179;181;13;3;154
1;60;Gemeinde;426;421;52;25;391
1;60;Gemeinde;1828;1874;302;148;1733
1;60;Gemeinde;431;399;46;25;372
1;60;Gemeinde;570;603;86;52;529
1;60;Gemeinde;538;508;50;31;525
1;60;Gemeinde;454;418;57;21;479
1;60;Gemeinde;661;726;105;45;606
1;60;Gemeinde;222;210;36;22;222
1;60;Gemeindeverband;4330;4215;588;263;5055
1;60;Gemeinde;528;458;59;42;606
1;60;Gemeinde;303;319;56;19;361
1;60;Gemeinde;199;189;27;15;241
1;60;Gemeinde;341;327;53;30;368
1;60;Gemeinde;215;205;18;3;244
1;60;Gemeinde;227;222;32;12;247
1;60;Gemeinde;862;891;127;58;1022
1;60;Gemeinde;227;218;26;6;268
1;60;Gemeinde;353;352;53;23;388
1;60;Gemeinde;120;132;9;12;142
1;60;Gemeinde;527;496;72;16;687
1;60;Gemeinde;428;406;56;27;481
1;60;Gemeindeverband;5901;5864;1015;582;6994
1;60;Gemeinde;2235;2362;399;236;2492
1;60;Gemeinde;335;308;37;21;412
1;60;Gemeinde;987;984;150;89;1138
1;60;Gemeinde;341;375;51;9;426
1;60;Gemeinde;287;288;51;24;326
1;60;Gemeinde;1716;1547;327;203;2200
1;60;Gemeindeverband;9801;9928;1499;749;12303
1;60;Gemeinde;102;99;15;0;139
1;60;Gemeinde;325;305;26;15;399
1;60;Gemeinde;180;175;30;12;209
1;60;Gemeinde;34;31;6;9;24
1;60;Gemeinde;791;798;153;43;933
1;60;Gemeinde;256;281;37;21;313
1;60;Gemeinde;470;440;66;32;647
1;60;Gemeinde;296;291;42;24;336
1;60;Gemeinde;272;299;45;25;327
1;60;Gemeinde;721;796;139;70;906
1;60;Gemeinde;219;207;40;18;266
1;60;Gemeinde;489;509;63;48;574
1;60;Gemeinde;291;267;32;31;383
1;60;Gemeinde;386;379;40;12;491
1;60;Gemeinde;795;832;144;63;1010
1;60;Gemeinde;603;594;78;52;713
1;60;Gemeinde;393;369;48;43;416
1;60;Gemeinde;147;140;24;11;211
1;60;Gemeinde;1051;1121;189;116;1435
1;60;Gemeinde;111;95;13;8;120
1;60;Gemeinde;125;131;12;6;182
1;60;Gemeinde;102;113;35;0;155
1;60;Gemeinde;259;245;29;3;297
1;60;Gemeinde;205;224;30;21;228
1;60;Gemeinde;509;518;62;25;669
1;60;Gemeinde;421;433;63;32;583
1;60;Gemeinde;248;236;38;9;337
1;61;Stadtkreis/kreisfreie Stadt/Landkreis;64208;66575;11796;5531;76910
1;61;Gemeinde;5389;5714;1099;637;5827
1;61;Gemeinde;14514;16371;3309;1694;16455
1;61;Gemeinde;2176;2286;502;161;3008
1;61;Gemeindeverband;4141;4220;787;373;5193
1;61;Gemeinde;73;77;9;3;115
1;61;Gemeinde;165;176;26;16;209
1;61;Gemeinde;474;496;101;30;587
1;61;Gemeinde;18;16;3;0;22
1;61;Gemeinde;93;96;18;0;141
1;61;Gemeinde;1279;1295;324;139;1538
1;61;Gemeinde;59;57;19;6;89
1;61;Gemeinde;935;997;143;78;1256
1;61;Gemeinde;752;738;121;83;849
1;61;Gemeinde;202;194;17;18;270
1;61;Gemeinde;91;78;6;0;117
1;61;Gemeindeverband;7942;7855;1352;581;9162
1;61;Gemeinde;116;117;18;6;164
1;61;Gemeinde;342;342;68;29;469
1;61;Gemeinde;399;388;65;21;459
1;61;Gemeinde;533;409;59;37;618
1;61;Gemeinde;562;526;94;55;688
1;61;Gemeinde;457;449;60;37;544
1;61;Gemeinde;2596;2700;441;185;2841
1;61;Gemeinde;1091;1114;224;95;1149
1;61;Gemeinde;124;114;19;13;149
1;61;Gemeinde;448;439;82;34;563
1;61;Gemeinde;420;401;83;12;512
1;61;Gemeinde;854;856;139;57;1006
1;61;Gemeindeverband;5271;5271;732;313;6594
1;61;Gemeinde;56;52;3;3;74
1;61;Gemeinde;77;78;15;3;103
1;61;Gemeinde;132;123;18;6;195
1;61;Gemeinde;764;828;113;47;915
1;61;Gemeinde;346;367;54;19;414
1;61;Gemeinde;121;102;21;6;153
1;61;Gemeinde;1022;1009;135;49;1380
1;61;Gemeinde;124;137;23;6;184
1;61;Gemeinde;199;219;26;6;262
1;61;Gemeinde;294;288;33;6;414
1;61;Gemeinde;44;34;0;3;42
1;61;Gemeinde;375;334;42;27;409
1;61;Gemeinde;228;239;15;19;281
1;61;Gemeinde;50;36;9;3;59
1;61;Gemeinde;560;569;95;44;620
1;61;Gemeinde;387;360;36;31;429
1;61;Gemeinde;144;152;25;6;210
1;61;Gemeinde;116;109;32;13;161
1;61;Gemeinde;75;79;18;10;114
1;61;Gemeinde;157;156;19;6;175
1;61;Gemeindeverband;4686;4732;718;328;5714
1;61;Gemeinde;302;288;31;24;367
1;61;Gemeinde;528;504;40;25;652
1;61;Gemeinde;78;80;13;9;101
1;61;Gemeinde;177;157;28;6;213
1;61;Gemeinde;1127;1203;224;86;1358
1;61;Gemeinde;1213;1249;190;90;1540
1;61;Gemeinde;276;252;23;22;311
1;61;Gemeinde;326;323;53;36;393
1;61;Gemeinde;299;299;44;9;341
1;61;Gemeinde;360;377;72;21;438
1;61;Gemeindeverband;5350;5259;815;335;7168
1;61;Gemeinde;62;54;6;3;52
1;61;Gemeinde;106;104;36;0;161
1;61;Gemeinde;139;114;17;9;153
1;61;Gemeinde;77;71;3;7;85
1;61;Gemeinde;89;64;4;6;77
1;61;Gemeinde;23;32;3;0;48
1;61;Gemeinde;254;211;21;15;315
1;61;Gemeinde;67;59;6;3;90
1;61;Gemeinde;204;211;34;6;294
1;61;Gemeinde;36;43;3;6;49
1;61;Gemeinde;196;175;19;15;286
1;61;Gemeinde;72;61;12;3;97
1;61;Gemeinde;130;142;34;0;208
1;61;Gemeinde;67;62;12;3;99
1;61;Gemeinde;132;127;14;0;176
1;61;Gemeinde;310;290;34;15;430
1;61;Gemeinde;402;382;79;37;530
1;61;Gemeinde;1198;1226;181;97;1555
1;61;Gemeinde;34;30;3;0;56
1;61;Gemeinde;626;635;99;28;905
1;61;Gemeinde;75;77;16;3;107
1;61;Gemeinde;899;948;151;67;1221
1;61;Gemeinde;152;141;28;12;174
1;61;Gemeindeverband;3594;3406;522;198;4682
1;61;Gemeinde;34;30;3;4;41
1;61;Gemeinde;430;426;66;27;584
1;61;Gemeinde;504;504;96;35;633
1;61;Gemeinde;18;16;6;0;19
1;61;Gemeinde;151;147;22;0;211
1;61;Gemeinde;165;166;24;15;212
1;61;Gemeinde;71;74;12;9;87
1;61;Gemeinde;66;67;12;0;103
1;61;Gemeinde;128;116;17;3;163
1;61;Gemeinde;449;446;46;18;604
1;61;Gemeinde;460;425;58;25;582
1;61;Gemeinde;68;58;13;3;81
1;61;Gemeinde;795;694;109;53;1029
1;61;Gemeinde;255;237;38;6;333
1;61;Gemeindeverband;11145;11461;1960;911;13107
1;61;Gemeinde;1037;1042;167;75;1148
1;61;Gemeinde;184;189;31;3;217
1;61;Gemeinde;306;283;36;24;352
1;61;Gemeinde;44;33;9;0;47
1;61;Gemeinde;2980;3122;586;286;3529
1;61;Gemeinde;3834;3992;676;357;4529
1;61;Gemeinde;87;88;22;0;123
1;61;Gemeinde;157;174;15;15;177
1;61;Gemeinde;80;85;18;3;103
1;61;Gemeinde;203;209;38;20;271
1;61;Gemeinde;206;227;78;9;257
1;61;Gemeinde;49;45;18;3;55
1;61;Gemeinde;185;191;34;3;231
1;61;Gemeinde;242;234;29;9;326
1;61;Gemeinde;46;50;10;3;46
1;61;Gemeinde;6;6;0;0;9
1;61;Gemeinde;83;86;20;0;121
1;61;Gemeinde;1220;1212;158;92;1320
1;61;Gemeinde;196;193;15;9;246
1;62;Stadtkreis/kreisfreie Stadt/Landkreis;111676;118879;21318;15539;97836
1;62;Gemeinde;14739;16641;3763;2383;12230
1;62;Gemeinde;11638;12625;2161;1659;11552
1;62;Gemeinde;7235;7930;1220;1020;6543
1;62;Gemeinde;5725;6125;998;798;3974
1;62;Gemeinde;8110;8530;1377;1503;5230
1;62;Gemeinde;4257;4941;1494;681;3805
1;62;Gemeinde;4194;4420;843;730;2831
1;62;Gemeinde;12702;13467;2780;2394;10130
1;62;Gemeinde;4303;4417;738;439;4736
1;62;Gemeinde;3110;3170;515;322;2544
1;62;Gemeinde;4716;4890;861;518;3629
1;62;Gemeindeverband;5522;5494;730;501;5885
1;62;Gemeinde;381;401;61;25;477
1;62;Gemeinde;399;389;44;46;397
1;62;Gemeinde;155;160;23;22;180
1;62;Gemeinde;605;569;89;60;600
1;62;Gemeinde;535;540;71;45;648
1;62;Gemeinde;639;673;117;43;722
1;62;Gemeinde;588;607;62;36;600
1;62;Gemeinde;1316;1299;173;114;1270
1;62;Gemeinde;904;856;90;110;991
1;62;Gemeindeverband;6916;6957;822;595;6531
1;62;Gemeinde;1413;1407;141;108;1453
1;62;Gemeinde;1098;1057;100;128;875
1;62;Gemeinde;1231;1247;147;95;1168
1;62;Gemeinde;570;587;78;33;535
1;62;Gemeinde;853;893;172;81;825
1;62;Gemeinde;222;245;19;21;234
1;62;Gemeinde;562;576;60;43;530
1;62;Gemeinde;967;945;105;86;911
1;62;Gemeindeverband;5208;5218;539;467;5900
1;62;Gemeinde;383;399;40;42;421
1;62;Gemeinde;436;403;37;31;469
1;62;Gemeinde;751;726;77;109;770
1;62;Gemeinde;223;229;23;21;240
1;62;Gemeinde;282;299;44;18;380
1;62;Gemeinde;373;384;31;36;452
1;62;Gemeinde;322;328;33;43;360
1;62;Gemeinde;347;355;49;15;446
1;62;Gemeinde;387;403;54;25;444
1;62;Gemeinde;717;729;76;48;904
1;62;Gemeinde;296;296;30;21;308
1;62;Gemeinde;691;667;45;58;706
1;62;Gemeindeverband;4948;5059;802;607;4430
1;62;Gemeinde;467;467;83;53;374
1;62;Gemeinde;1724;1775;370;179;1636
1;62;Gemeinde;1095;1110;128;150;1014
1;62;Gemeinde;818;841;106;157;635
1;62;Gemeinde;844;866;115;68;771
1;62;Gemeindeverband;8353;8995;1675;922;7886
1;62;Gemeinde;310;316;56;28;259
1;62;Gemeinde;660;673;140;68;665
1;62;Gemeinde;820;845;134;77;785
1;62;Gemeinde;235;241;27;25;199
1;62;Gemeinde;25;28;10;0;34
1;62;Gemeinde;165;165;21;15;147
1;62;Gemeinde;1523;1747;368;163;1476
1;62;Gemeinde;111;107;16;9;104
1;62;Gemeinde;3807;4179;807;462;3649
1;62;Gemeinde;697;694;96;75;568
2;47;Stadtkreis/kreisfreie Stadt/Landkreis;825451;881245;145442;167583;507877
3;1;Gemeinde;118128;124409;23784;33975;95912
3;1;Stadtkreis/kreisfreie Stadt/Landkreis;118128;124409;23784;33975;95912
3;2;Gemeinde;48015;50880;10745;17458;40036
3;2;Stadtkreis/kreisfreie Stadt/Landkreis;48015;50880;10745;17458;40036
3;3;Gemeinde;58747;61237;12771;20677;48248
3;3;Stadtkreis/kreisfreie Stadt/Landkreis;58747;61237;12771;20677;48248
3;51;Stadtkreis/kreisfreie Stadt/Landkreis;85102;86229;13684;14895;93112
3;51;Gemeinde;20240;20912;3734;4376;18789
3;51;Gemeinde;5404;5426;638;842;5574
3;51;Gemeinde;5807;5900;1276;590;8412
3;51;Gemeindeverband;4805;4847;727;995;4821
3;51;Gemeinde;534;491;68;73;561
3;51;Gemeinde;491;485;60;88;482
3;51;Gemeinde;918;950;113;188;901
3;51;Gemeinde;945;952;137;275;880
3;51;Gemeinde;659;696;103;145;644
3;51;Gemeinde;1258;1273;246;226;1353
